name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url,highest_score,contact_place_id
San Jose,CA,37.2960112,-121.8145519,1013240,,9,San Jose city,68000,160,25,City of San Jose,"200 E Santa Clara St, San Jose, CA 95113, USA",http://www.sanjoseca.gov/,0.8,6542a2e8a129cb65b87a03af
Surry,VA,37.1197611,-76.8801717,6561,181,5,Surry County,,50,6,Surry County,"45 School St, Surry, VA 23883, USA",https://www.surrycountyva.gov,0.78125,6542a322a129cb65b87a8270
Pike Road,AL,32.2736095,-86.1189274,9439,,6,Pike Road town,59760,160,43,Town of Pike Road,"9575 Vaughn Rd, Pike Rd, AL 36064, USA",http://www.pikeroad.us,0.8148148148148149,65a603f5c769fa16f659143e
Independence,AR,35.7374992,-91.5599423,37938,63,7,Independence County,,50,6,Independence County,,http://www.independencecounty.com,0.7021276595744681,65a603f5c769fa16f6591520
Ninety Six,SC,34.1696886,-82.0238496,2076,,5,Ninety Six town,50290,160,43,Town of Ninety Six,"120 Main St E, Ninety Six, SC 29666, USA",https://www.ninetysixsc.gov/?page_id=110,0.9512195121951219,6542a34aa129cb65b87ad4a3
Demopolis City School District,AL,32.5095182,-87.832259,2064,,6,Demopolis City School District,1200,970,0,Demopolis City School District,"609 South Cedar Avenue, Demopolis, AL, 36732",https://www.dcsedu.com/,0.8214285714285714,65a603f5c769fa16f65914e9
Fairfield City School District,AL,33.4806403,-86.915845,1476,,6,Fairfield City School District,1440,970,0,Fairfield City School District,"6405 Ave D, Fairfield, AL, 35064",https://www.fairfieldschoolsystem.com/,0.7307692307692308,65a603f5c769fa16f65914f0
Adamsville,AL,33.6023153,-86.9715269,4366,,6,Adamsville city,460,160,25,City of Adamsville,"4828 Main St, Adamsville, AL 35005, USA",http://www.cityofadamsville.org,0.7560975609756098,6542a2e8a129cb65b87a00cc
Aiken,SC,33.5306772,-81.7273837,32025,,5,Aiken city,550,160,25,City of Aiken,"111 Chesterfield St S, Aiken, SC 29801, USA",http://www.cityofaikensc.gov/,0.7586206896551724,6542a2e8a129cb65b87a017b
Anne Arundel,MD,38.9916174,-76.5608941,588261,3,5,Anne Arundel County,,50,6,Anne Arundel County,"2660 Riva Dr # 3, Annapolis, MD 21401, USA",http://www.aacounty.org/,0.9166666666666666,6542a2eaa129cb65b87a06ac
Indiana,IN,39.9013136,-86.2919129,6785528,,3,Indiana,,40,0,Indiana,,http://in.gov/,0.6666666666666667,6542a2e8a129cb65b87a03af
Landrum,SC,35.175093,-82.1857266,2481,,5,Landrum city,40075,160,25,City of Landrum,"100 N Shamrock Ave, Landrum, SC 29356, USA",https://cityoflandrumsc.com/,0.7,6542a333a129cb65b87aa739
Manassas Park,VA,38.7693983,-77.442323,17219,,5,Manassas Park city,48968,160,25,City of Manassas Park,"100 Park Central Plaza, Manassas Park, VA 20111, USA",https://www.manassasparkva.gov/,0.7380952380952381,6542a338a129cb65b87ab6f4
Marion,SC,34.0836195,-79.3540014,29183,67,5,Marion County,,50,6,Marion County,"2523 East Highway 76, 2523 US-76, Marion, SC 29571, USA",http://www.marionsc.org/,0.7083333333333333,6542a323a129cb65b87a85bf
Newberry,SC,34.2898805,-81.5996761,37719,71,5,Newberry County,,50,6,Newberry County,"1330 College St, Newberry, SC 29108, USA",https://www.newberrycounty.gov/,1.0,6542a34aa129cb65b87ad2ef
Ashley,AR,33.1908354,-91.7722672,19062,3,7,Ashley County,,50,6,Ashley County,"205 E Jefferson St # 5, Hamburg, AR 71646, USA",https://www.ashleycountyar.com/,0.7948717948717949,65a603f5c769fa16f6591502
Amsterdam,NY,42.9416277,-74.1905662,18219,,2,Amsterdam city,2066,160,25,City of Amsterdam,"61 Church St, Amsterdam, NY 12010, USA",https://www.amsterdamny.gov/,0.8,6542a2eaa129cb65b87a05bc
Marlboro,SC,34.60167,-79.6794351,26667,69,5,Marlboro County,,50,6,Marlboro County,"205 E Market St, Bennettsville, SC 29512, USA",https://marlborocounty.sc.gov/,0.7419354838709677,6542a33ca129cb65b87aba13
Sunrise Lakes Phase 4 Rec District,FL,,,,,,Sunrise Lakes Phase 4 Rec District,,360,,Sunrise Lakes Phase 4 Rec District,,https://www.sl4recdistrict.com/,0.7380952380952381,657cc308aef9f78aa4a9b024
Anchorage School District,AK,61.1936786,-149.769073,43727,,9,Anchorage School District,180,970,0,Anchorage School District,"5530 E Northern Lights Blvd, Anchorage, AK, 99504",https://www.asdk12.org/,0.75,65a603f5c769fa16f6591295
Cleburne,AR,35.5663146,-92.0599504,24711,23,7,Cleburne County,,50,6,Cleburne County,"301 W Main St, Heber Springs, AR 72543, USA",https://www.cleburnecountyar.com/,0.9166666666666666,65a603f5c769fa16f659150c
Buchanan,VA,37.2681198,-82.0381508,20355,27,5,Buchanan County,,50,6,Buchanan County,,https://buchanancountyvirginia.gov/,0.6388888888888888,6542a307a129cb65b87a3be3
Forest Acres,SC,34.0331199,-80.9731603,10617,,5,Forest Acres city,26305,160,25,City of Forest Acres,"5209 N Trenholm Rd, Columbia, SC 29206, USA",https://www.forestacres.net/,0.6875,6542a362a129cb65b87b1223
Rochester,NY,43.1699272,-77.6168907,211328,,2,Rochester city,63000,160,25,City of Rochester,"30 Church St, Rochester, NY 14614, USA",http://www.cityofrochester.gov/,0.8857142857142857,6542a359a129cb65b87af8d9
Travelers Rest,SC,34.9599712,-82.4449725,7788,,5,Travelers Rest city,72430,160,25,City of Travelers Rest,,http://www.travelersrestsc.com/,0.6451612903225806,6542a36aa129cb65b87b1ea6
Ketchikan,AK,55.3571445,-131.6745523,8192,,9,Ketchikan city,38970,160,25,City of Ketchikan,"334 Front St, Ketchikan, AK 99901, USA",https://www.ktn-ak.us/,0.7727272727272727,6542a34ca129cb65b87ad6d5
Crossville,AL,34.2826972,-85.9997368,1830,,6,Crossville town,18856,160,43,Town of Crossville,"14521 AL-68, Crossville, AL 35962, USA",https://crossvillealabama.com,0.5517241379310345,6542a2e8a129cb65b87a01bd
Emporia,VA,36.696182,-77.5359753,5766,,5,Emporia city,25808,160,25,City of Emporia,"201 S Main St, Emporia, VA 23847, USA",http://www.ci.emporia.va.us,0.7297297297297297,6542a31ba129cb65b87a6b3f
Gainesville,FL,29.6806943,-82.3491748,141085,,5,Gainesville city,25175,160,25,City of Gainesville,"200 E University Ave, Gainesville, FL 32601, USA",https://www.gainesvillefl.gov/,0.71875,6542a305a129cb65b87a33b5
Ogden,UT,41.2283911,-111.9681469,87321,,8,Ogden city,55980,160,25,City of Ogden,"2549 S Washington Blvd, Ogden, UT 84401, USA",http://www.ogdencity.com/,0.7575757575757576,6542a34fa129cb65b87adb38
Leeds,AL,33.546847,-86.5714476,12324,,6,Leeds city,41968,160,25,City of Leeds,"1400 9th St NE, Leeds, AL 35094, USA",https://www.leedsalabama.gov/,0.8275862068965517,6542a2e8a129cb65b87a01bd
Prichard,AL,30.7733374,-88.1314164,19322,,6,Prichard city,62496,160,25,City of Prichard,"216 E Prichard Ave, Mobile, AL 36610, USA",https://thecityofprichard.org/,0.7317073170731707,65a603f5c769fa16f659144b
Bessemer City School District,AL,33.3918493,-86.9585359,3246,,6,Bessemer City School District,330,970,0,Bessemer City School District,"1621 5th Ave N, Bessemer, AL, 35020",https://www.bessk12.org/,0.7586206896551724,65a603f5c769fa16f6591552
Centerton,AR,36.3551478,-94.2976921,17792,,7,Centerton city,12820,160,25,City of Centerton,"200 Municipal Dr, Centerton, AR 72719, USA",https://www.centertonar.us/,0.84375,65a603f5c769fa16f65915aa
Altus,OK,34.6570606,-99.3090458,18729,,7,Altus city,1700,160,25,City of Altus,"509 S Main St, Altus, OK 73521, USA",https://www.altusok.gov/,0.8333333333333334,6542a2e8a129cb65b87a01ea
Goose Creek,SC,32.994906,-80.009245,45946,,5,Goose Creek city,29815,160,25,City of Goose Creek,"519 N Goose Creek Blvd, Goose Creek, SC 29445, USA",http://www.cityofgoosecreek.com/,0.75,6542a31da129cb65b87a72a8
Washington,VA,36.7478138,-81.9503218,53935,191,5,Washington County,,50,6,Washington County,"1 Government Center Pl Suite A, Abingdon, VA 24210, USA",http://www.washcova.com/,0.96,6542a36da129cb65b87b2b85
Howard,AR,34.0830639,-93.9909315,12785,61,7,Howard County,,50,6,Howard County,"421 N Main St #3, Nashville, AR 71852, USA",https://www.arcounties.org/counties/howard/,1.0,65a603f5c769fa16f659151e
Monroe,AR,34.6795117,-91.2033099,6799,95,7,Monroe County,,50,6,Monroe County,,https://monroecounty.arkansas.gov/,0.7380952380952381,65a603f5c769fa16f6591524
Dumfries,VA,38.5673478,-77.3224211,5679,,5,Dumfries town,23760,160,43,Town of Dumfries,"17735 Dumfries Rd, Dumfries, VA 22026, USA",http://www.dumfriesva.gov,0.6799999999999999,6542a2e8a129cb65b87a03af
Isle of Wight,VA,36.9014184,-76.7075688,38606,93,5,Isle of Wight County,,50,6,Isle of Wight County,"17090 Monument Cir #138, Isle of Wight, VA 23397, USA",http://www.co.isle-of-wight.va.us,0.5151515151515151,65a603f5c769fa16f6591445
Lee,SC,34.1586401,-80.2512086,16531,61,5,Lee County,,50,6,Lee County,"123 S Main St, Bishopville, SC 29010, USA",https://www.leecountysc.org/,0.7857142857142857,6542a2eaa129cb65b87a06ac
Rappahannock,VA,38.6845215,-78.1688241,7348,157,5,Rappahannock County,,50,6,Rappahannock County,"3 Library Rd, Washington, VA 22747, USA",http://rappahannockcountyva.gov,0.7741935483870968,6542a358a129cb65b87af254
Barnwell,SC,33.2416332,-81.3661435,4652,,5,Barnwell city,4060,160,25,City of Barnwell,"130 Main St, Barnwell, SC 29812, USA",https://www.cityofbarnwell.com/,0.8857142857142857,6542a2fca129cb65b87a293f
Hopewell,VA,37.2910098,-77.2989443,23033,,5,Hopewell city,38424,160,25,City of Hopewell,"300 N Main St, Hopewell, VA 23860, USA",https://www.hopewellva.gov/,0.75,6542a305a129cb65b87a35af
Yukon Flats School District,AK,66.3182351,-146.7954942,197,,9,Yukon Flats School District,775,970,0,Yukon Flats School District,"123 Hill St, Ft. Yukon, AK, 99740",http://yfsd.org,0.625,65a603f5c769fa16f65912a5
Amity,AR,34.2661902,-93.4634233,681,,7,Amity city,1360,160,25,City of Amity,"121 E Thompson St, Amity, AR 71921, USA",https://amityarkansas.us/,0.6785714285714286,65a603f5c769fa16f6591531
Chester,SC,34.7050202,-81.2132076,5269,,5,Chester city,14095,160,25,City of Chester,"100 West End St, Chester, SC 29706, USA",http://www.chestersc.org/,0.8064516129032258,6542a30ea129cb65b87a4949
North Slope,AK,69.4493427,-153.4728302,11031,185,9,North Slope Borough,,50,4,North Slope Borough,"1274 Agvik St, Utqiagvik, AK 99723, USA",http://www.north-slope.org/,0.6666666666666667,6542a2e8a129cb65b87a034e
Jackson,AR,35.5964674,-91.2232051,16755,67,7,Jackson County,,50,6,Jackson County,"208 Main St, Newport, AR 72112, USA",https://jacksoncountyar.com/,0.7142857142857143,65a603f5c769fa16f65912e3
Alma,AR,35.4923884,-94.2137451,5825,,7,Alma city,970,160,25,City of Alma,"804 Fayetteville Ave Suite B, Alma, AR 72921, USA",http://www.cityofalma.org,0.75,6542a322a129cb65b87a84a8
Abilene,TX,32.4545143,-99.7381473,125182,,7,Abilene city,1000,160,25,City of Abilene,"555 Walnut St, Abilene, TX 79601, USA",https://abilenetx.gov,0.8076923076923077,6542a2e8a129cb65b87a0023
Bayou La Batre,AL,30.407586,-88.2632709,2204,,6,Bayou La Batre city,4684,160,25,City of Bayou La Batre,"13785 S Wintzell Ave, Bayou La Batre, AL 36509, USA",http://cityofbayoulabatre.com,0.7586206896551724,6542a2fca129cb65b87a2ad3
Ohio,OH,40.4149297,-82.7119975,11799448,,3,Ohio,,40,0,Ohio,,https://ohio.gov,0.6842105263157895,6542a30ba129cb65b87a3f9e
Pamplico,SC,33.9950213,-79.5706153,1061,,5,Pamplico town,54340,160,43,Town of Pamplico,,https://www.townofpamplico.com/,0.6756756756756757,6542a352a129cb65b87ae0d4
Pine Ridge,SC,33.9023066,-81.0925912,2167,,5,Pine Ridge town,56950,160,43,Town of Pine Ridge,"2757 Fish Hatchery Rd, West Columbia, SC 29172, USA",http://www.townofpineridgesc.com/,0.868421052631579,6542a355a129cb65b87ae8b3
Prince George,VA,37.1873255,-77.2209931,43010,149,5,Prince George County,,50,6,Prince George County,"6450 Administration Dr, Prince George, VA 23875, USA",https://www.princegeorgecountyva.gov/,0.7297297297297297,6542a322a129cb65b87a8270
Reidville,SC,34.8658052,-82.1106395,1634,,5,Reidville town,59425,160,43,Town of Reidville,"7304 Reidville Rd, Reidville, SC 29375, USA",https://www.townofreidvillesc.com/,0.9705882352941176,6542a358a129cb65b87af416
Richmond,VA,37.9428936,-76.7305609,8923,159,5,Richmond County,,50,6,Richmond County,"5860 Richmond Rd, Warsaw, VA 22572, USA",http://www.co.richmond.va.us,0.6428571428571428,6542a359a129cb65b87af625
Tarrant,AL,33.5928973,-86.7662525,6124,,6,Tarrant city,74976,160,25,City of Tarrant,"1133 E Lake Blvd, Birmingham, AL 35217, USA",https://www.cityoftarrant.com,0.7741935483870968,6542a31da129cb65b87a72a8
Crenshaw County School District,AL,31.7132178,-86.2935031,2240,,6,Crenshaw County School District,960,970,0,Crenshaw County School District,"183 Votec Drive, Luverne, AL, 36049",https://www.crenshaw-schools.org/,0.7857142857142857,65a603f5c769fa16f65914e1
Broadway,VA,38.6084852,-78.8013657,4170,,5,Broadway town,10040,160,43,Town of Broadway,"116 Broadway Ave, Broadway, VA 22815, USA",http://www.town.broadway.va.us,0.5666666666666667,6542a2eda129cb65b87a0c7b
Stafford,VA,38.4230836,-77.4580475,156927,179,5,Stafford County,,50,6,Stafford County,"1300 Courthouse Rd, Stafford, VA 22554, USA",http://staffordcountyva.gov,0.7777777777777778,6542a362a129cb65b87b1223
Winston-Salem,NC,36.1028627,-80.2608286,249545,,5,Winston-Salem city,75000,160,25,City of Winston-Salem,"101 N Main St, Winston-Salem, NC 27101, USA",https://www.cityofws.org,0.8,65a603f5c769fa16f6591446
Dale,AL,31.4306536,-85.609476,49326,45,6,Dale County,,50,6,Dale County,"202 AL-123, Ozark, AL 36360, USA",http://www.dalecountyal.org/,0.7878787878787878,65a603f5c769fa16f65914e4
St. Clair,AL,33.7194907,-86.3113273,91103,115,6,St. Clair County,,50,6,Saint Clair County,"213 Fox Hollow Blvd, Pell City, AL 35125, USA",http://www.stclairco.com,0.6538461538461539,65a603f5c769fa16f659147e
Spartanburg,SC,34.9456268,-81.925944,38732,,5,Spartanburg city,68290,160,25,City of Spartanburg,"145 W Broad St, Spartanburg, SC 29306, USA",http://www.cityofspartanburg.org/,0.9705882352941176,6542a35fa129cb65b87b0dda
Opp,AL,31.2843753,-86.2574417,6771,,6,Opp city,57120,160,25,City of Opp,"101 N Main St, Opp, AL 36467, USA",http://www.cityofopp.com/,0.88,65a603f5c769fa16f6591445
Appomattox,VA,37.3707253,-78.8109404,16119,11,5,Appomattox County,,50,6,Appomattox County,"153 Morton Ln, Appomattox, VA 24522, USA",https://www.appomattoxcountyva.gov/,0.7714285714285715,6542a322a129cb65b87a8270
Sumter,SC,33.940848,-80.3955428,43463,,5,Sumter city,70405,160,25,City of Sumter,"107 E Hampton Ave, Sumter, SC 29150, USA",https://www.sumtersc.gov/,0.8064516129032258,6542a365a129cb65b87b173b
Union,SC,34.6903965,-81.6158961,27244,87,5,Union County,,50,6,Union County,"210 W Main St, Union, SC 29379, USA",https://gearupunionsc.com/,0.5909090909090908,6542a36ba129cb65b87b2207
Satsuma City School District,AL,30.8551328,-88.0557122,1502,,6,Satsuma City School District,189,970,0,Satsuma City School District,"220 Baker Road, Satsuma, AL, 36572",https://www.satsumaschools.com/,0.71875,6542a362a129cb65b87b1223
Greene,AR,36.1206072,-90.5663459,45736,55,7,Greene County,,50,6,Greene County,,null,0.23529411764705888,6542a318a129cb65b87a6792
Avoca,AR,36.3946968,-94.0657701,487,,7,Avoca town,3040,160,43,Town of Avoca,"222 Old Wire Rd, Avoca, AR 72711, USA",https://www.avocaarkansas.info/mayorsoffice.aspx,0.6875,65a603f5c769fa16f6591567
Waterford,MI,42.6619781,-83.387921,70565,125,3,Waterford charter township,84240,60,49,Charter Township of Waterford,,http://www.waterfordmi.gov/,0.6923076923076923,6542a36da129cb65b87b2c89
Wise,VA,36.9745607,-82.6215601,36130,195,5,Wise County,,50,6,Wise County,"206 E Main St #223, Wise, VA 24293, USA",http://www.wisecounty.org,0.8,6542a2eaa129cb65b87a06ac
Nome School District,AK,64.5016626,-165.397496,719,,9,Nome School District,570,970,0,Nome School District,"Mile 3.5 Nome-Teller Hwy, Nome, AK, 99762",https://www.nomeschools.org/,0.8571428571428572,6596ece9280c2e17d827a131
Wilcox,AL,31.9900824,-87.3049349,10600,131,6,Wilcox County,,50,6,Wilcox County,"Wilcox County Courthouse Annex, 12 Water St # 200, Camden, AL 36726, USA",https://wilcoxcountyal.org/,0.84375,65a603f5c769fa16f65912ee
Florence City School District,AL,34.8230286,-87.6616133,4645,,6,Florence City School District,1530,970,0,Florence City School District,"102 S Court Street, Florence, AL, 35630",https://www.florencek12.org/,0.7567567567567568,65a603f5c769fa16f65914f2
Union,SC,34.7234613,-81.6248155,8174,,5,Union city,73105,160,25,City of Union,"101 Sharpe Ave, Union, SC 29379, USA",http://www.cityofunion.net/,0.6785714285714286,6542a322a129cb65b87a84a8
Fairbanks,AK,64.8365307,-147.6517447,32515,,9,Fairbanks city,24230,160,25,City of Fairbanks,"800 Cushman St, Fairbanks, AK 99701, USA",http://www.fairbanksalaska.us/,0.7317073170731707,65a603f5c769fa16f6591204
Pell City,AL,33.5603118,-86.2636337,12939,,6,Pell City city,58896,160,25,City of Pell City,,https://pell-city.com/,0.7333333333333334,65a603f5c769fa16f6591435
Aberdeen,WA,46.9752047,-123.8113726,17013,,9,Aberdeen city,100,160,25,City of Aberdeen,"200 E Market St, Aberdeen, WA 98520, USA",https://www.aberdeenwa.gov/,0.7241379310344828,6542a2e8a129cb65b87a0304
Anderson,CA,40.4497548,-122.2950698,11323,,9,Anderson city,2042,160,25,City of Anderson,"1887 Howard St, Anderson, CA 96007, USA",https://ci.anderson.ca.us/,0.7307692307692308,6542a2eaa129cb65b87a05e9
Blythewood,SC,34.2092466,-80.9952926,4772,,5,Blythewood town,7255,160,43,Town of Blythewood,"Hoffman House, 171 Langford Rd, Blythewood, SC 29016, USA",http://www.townofblythewoodsc.gov/,0.6470588235294117,6542a305a129cb65b87a3470
Charleston,SC,32.828017,-79.9728961,150227,,5,Charleston city,13330,160,25,City of Charleston,"80 Broad St, Charleston, SC 29401, USA",https://www.charleston-sc.gov/,0.8108108108108107,6542a30ea129cb65b87a47ca
Fayette,AL,33.6942153,-87.831169,4285,,6,Fayette city,25840,160,25,City of Fayette,"203 Temple Ave N, Fayette, AL 35555, USA",http://fayetteal.org,0.9090909090909091,6542a31ca129cb65b87a7081
Fountain Inn,SC,34.6987778,-82.2013495,10416,,5,Fountain Inn city,27070,160,25,City of Fountain Inn,"200 N Main St, Fountain Inn, SC 29644, USA",https://www.fountaininn.org/,0.7142857142857143,6542a323a129cb65b87a85bf
Horry,SC,33.9092694,-78.9766749,351029,51,5,Horry County,,50,6,Horry County,"1301 2nd Ave, Conway, SC 29526, USA",https://www.horrycountysc.gov/,0.8823529411764706,6542a329a129cb65b87a9379
La Fayette,AL,32.8994267,-85.4007947,2684,,6,La Fayette city,40672,160,25,City of La Fayette,"50 Alabama Ave W, La Fayette, AL 36862, USA",http://fayetteal.org,0.9090909090909091,6542a31ca129cb65b87a7081
Ravenel,SC,32.7762776,-80.2319478,2542,,5,Ravenel town,59020,160,43,Town of Ravenel,"5962 SC-165 #100, Ravenel, SC 29470, USA",http://www.townofravenel.com/,0.8055555555555556,6542a358a129cb65b87af279
Chilton County School District,AL,32.8608254,-86.6839515,7858,,6,Chilton County School District,660,970,0,Chilton County School District,"1705 Lay Dam Rd, Clanton, AL, 35045",https://chiltoncsal.schoolinsites.com/,0.8636363636363636,65a603f5c769fa16f65914d6
Forrest City,AR,35.0135987,-90.7932073,13015,,7,Forrest City city,24430,160,25,City of Forrest City,"401 Cleveland Ave, Forrest City, AR 72335, USA",https://www.cityofforrestcityar.com/,0.8780487804878049,65a603f5c769fa16f65915f5
Jackson,SC,33.328575,-81.7920146,1521,,5,Jackson town,36205,160,43,Town of Jackson,"106 Main St, Jackson, SC 29831, USA",http://www.jackson-sc.gov/,0.7307692307692308,6542a2e8a129cb65b87a03af
San Diego,CA,33.0236041,-116.7761174,3298634,73,9,San Diego County,,50,6,San Diego County,"1600 Pacific Hwy #260, San Diego, CA 92101, USA",https://www.sandiegocounty.gov/,1.0,6542a35ba129cb65b87affdd
Suffolk,VA,36.6971573,-76.6347808,94324,,5,Suffolk city,76432,160,25,City of Suffolk,"442 W Washington St, Suffolk, VA 23434, USA",http://www.suffolkva.us,0.6388888888888888,6542a365a129cb65b87b1617
Augusta,AR,35.2865503,-91.3608596,1998,,7,Augusta city,2740,160,25,City of Augusta,"210 Main St, Augusta, AR 72006, USA",https://local.arkansas.gov/local.php?agency=Augusta,1.0,65a603f5c769fa16f659151f
